,url,title,content,phone_numbers,date,author,copyright
0,https://codeup.com/blog/,Blog - Codeup,"Oct 18, 2021 | Alumni StoriesBy: Alicia Gonzalez Before Codeup, I was a home health Speech-Language Pathologist Assistant. I would go from home to...Oct 3, 2021 | Behind the BillboardsSep 16, 2021 | Codeup News, FeaturedLooking for the best data science bootcamp in the world? Or how about the best coding bootcamp in San Antonio? If...Aug 25, 2021 | Codeup News, FeaturedAny podcast enthusiasts out there? We are pleased to announce the release of Codeup’s first podcast, Hire Tech! Hire...Aug 23, 2021 | Tips for Prospective StudentsWith so many tech careers in demand, why choose system administration? System administrators are a key component of...Jun 30, 2021 | Codeup NewsDid you know that even though we’re an independent school, we have multiple regulating bodies that verify our...Jun 21, 2021 | Codeup News, FeaturedCodeup is moving into another floor of our Historic Vogue building in Downtown San Antonio! We’ve gone from a humble...Jun 4, 2021 | Codeup NewsHappy Pride Month! Pride Month is a dedicated time to celebrate and support the LGBTQIA+ community. At Codeup, one of...May 21, 2021 | Tips for Prospective StudentsOne of the many reasons students love Codeup is our focus on people. With live interaction every day, the best coding...May 3, 2021 | Codeup NewsA big welcome to Stephen Noteboom, who will be joining Codeup as the Chief Operating Officer to run our business....Apr 30, 2021 | Alumni StoriesOut of college, I was a bit of a mess. That’s what I would have told you, anyway. On the surface, I was put together....Apr 27, 2021 | Tips for Prospective StudentsIn a world where 91.5% of developers are male, it’s important to remember that coding is for women, too. Our first...Apr 16, 2021 | Codeup NewsWe are thrilled to officially announce Codeup’s acquisition of Rackspace Cloud Academy!  What was Rackspace Cloud...Apr 13, 2021 | Tips for Prospective StudentsEvery year, Glassdoor names the 50 Best Jobs in America. The year is 2021 and would you look at that? The top 2 Best...Apr 12, 2021 | Codeup NewsMarty Sixkiller will be joining Codeup as the Vice President of Delivery to lead our instructional staff, program...Apr 5, 2021 | Codeup NewsAre you a veteran looking for your next career? We’re excited to announce that you can now use VET TEC to fund your...Apr 1, 2021 | Codeup News, EmployersWe’re preaching to the choir to say that recruiting, hiring, and training employees costs companies a lot of time,...Mar 23, 2021 | Codeup News, EmployersHiring developers is always a lottery - it’s just a question of what kind of odds you play with. Until we perfect...(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],"['Oct182021', 'Sep162021', 'Aug252021', 'Aug232021', 'Jun302021', 'Jun212021', 'May212021', 'Apr302021', 'Apr272021', 'Apr162021', 'Apr132021', 'Apr122021', 'Mar232021']",[],['2013-2021']
1,https://codeup.com/,Best Tech Career Accelerator in Texas - Codeup,"Go from no experience to employed tech professional in less than 6 months. Apply today or attend a free workshop.Start a tech career where room for growth is limitless and your skillset is always needed. Imagine working for one of our many employer partners, including…Always dreamed of coding games, apps, or websites? Develop the applications every company needs.Wish you could stand up against hackers and other cyber threats? Learn how in 13 weeks.Do you love data and details? Become the business analyst that identifies actionable insights.Learn the building blocks of technology to become the go-to troubleshooter for any company.Access our library of podcast interviews featuring alumni stories &amp; hiring partners.Graduate (and start earning a salary) 10X faster than college and 5X faster than a Master’s Degree. Learn all the skills you need and nothing you don’t.Not all curricula are created equal. Ours is crafted by employers, taught by industry professionals, and includes hands-on project experience.Other routes leave you to learn alone, network alone, and job-search alone. Not us. We’ll help you land a new job with career coaching, mock interviews, job placement, and more.You may be eligible for thousands of dollars in tuition assistance. You’ll work one-on-one with our Financial Aid Managers to discuss how to make Codeup possible for you.– Marco Lopez (Air Force Veteran)After our bootcampOver 7 years, nearly 2,000 people have launched their dream career with Codeup. Check out our blog to read the first-hand success stories of grads that now have jobs they love.Are you a hiring manager looking to hire tech talent? Get connected with pre-vetted and diverse candidates with zero placement fees and a salary refund guarantee. Just tell us about the tech talent you need and we’ll handpick candidates just for you.Codeup is a critical component of making sure we have a ready-stream of people.– Chris Lowe, Engineering Manager, USAASubmit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
2,https://codeup.com/program/systems-engineering/,Systems Engineering - Codeup,"Have a skill set that companies rely on to keep their tech running smoothly. You’ll interact with people all across the company, solve a new problem every day, and get exposure to many sides of tech. With your new certifications in hand, you can earn a reliable salary, use your people skills, and get a skill set that all companies need.It’s a great first career in tech and will only take you 13 weeks to get certified with no prior experience required.This is a great program for total beginners in tech. Computers fascinate you and you want to thoroughly understand how they operate. Or you want to get your foot-in-the-door in tech, getting exposure to various areas before specializing in one. You have good communication skills and enjoy helping others. No prior experience is required to apply.Learn the ins and outs of networking, operating systems, web servers, and databases. Earn two top certifications: CompTIA Network+ and CompTIA Linux+. Your employer-crafted and project-based curriculum includes:Hands-On &amp; Project-BasedExpert InstructionNot only will you be equipped with industry-leading certifications, but you’ll also get professional development along the way, including:While we are happy to help with professional development assistance, this course is certification-based. We do not currently offer a tuition refund guarantee on employment outcomes for this course.Most students are able to use grants or VA benefits, though many take on loans. Each applicant will work with our Financial Aid Manager to secure any eligible opportunities such as:You have many payment plan options, including deferred loan payment – don’t start paying until 3 months after graduating.Stats provided 1Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
3,https://codeup.com/program/cyber-cloud/,Cyber Cloud - Codeup,"“Certifications are crucial in the cybersecurity field, and yet there are far more jobs available than there are certified workers. “With attacks on the rise, cybersecurity is the fastest-growing job in tech:More employers than ever need cybersecurity professionals and will provide lucrative salaries to compete. When you earn the right certifications, you can help protect the cloud and launch a competitive and in-demand career. It’s the future-proof skillset, job security, and salary that we all long for. This course is provided by Codeup Cloud Academy.You may not have tech experience, but you are technologically minded. Hacking fascinates you, and you want to prevent it. You are up for a challenge not just in the bootcamp, but on the job.Learn how to guard the cloud from hackers and other cyber threats. Earn three top certifications: CompTIA Security+, AWS Cloud Practitioner, and AWS Solutions Architect Associate. The employer-crafted and project-based curriculum includes:You’ll learn how each technology works together and how they are applied to real projects. They’ll start simple then progressively get more complex as you add more tools to your toolbox.As for instruction, you’ll get the best (at least our alumni reviews say so). Your instructors are speaking from real industry experience, and are invested in each student’s success. You’ll get real, live, interactive face time, not pre-recorded lectures.Not only will you be equipped with industry-leading certifications, but you’ll also get professional development along the way, including:While we are happy to help with professional development assistance, this course is certification-based. We do not currently offer a tuition refund guarantee on employment outcomes for this course.Most students are able to use grants or VA benefits, though many take on loans. Each applicant will work with our Financial Aid Manager to secure any eligible opportunities such as:You have many payment plan options, including deferred loan payment – don’t start paying until 3 months after graduating.Stats provided from 1Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
4,https://codeup.com/program/full-stack-web-development/,Full Stack Web Development Bootcamp | 22 Weeks,"The field needs you. As one of the most in-demand jobs in the country, software and web development is the tech career with the most new jobs. In the U.S., there’s:Employers are scrambling to find talent due to a lack of qualified applicants. YOU can help fill the gap while future-proofing your skillset. Have the flexibility, security, and salary that you’ve always wanted in a career.“Life-changing. With dedication, anyone can do it.” – Stephanie*, AlumnaBaristas, hairstylists, nurses. Retired teachers. Gamers. Non-gamers. MySpace veterans. Your background doesn’t matter. You’re interested in bringing your ideas to life through code, working hard in a true bootcamp-style, and having a future-proof career. No prior experience is required to apply.Learn how to build a web-based application from scratch. You’ll be able to create games, e-commerce shops, social platforms, and more. The employer-crafted and project-based curriculum includes:You’ll learn how each technology works together and how they are applied to real projects. Starting from the beginning, you’ll code simple projects with your new skills. With the more tools you have in your toolbox, you’ll progressively develop more and more complex applications.As for instruction, you’ll get the best (at least our alumni reviews say so). Your instructors are speaking from real industry experience, and are invested in each student’s success. They respond to the needs of each individual cohort based on ongoing surveys, feedback, and check-ins from students. You’ll get real, live, interactive face time, not pre-recorded lectures.We’re more than an average bootcamp. We obsess over our students not only learning new skills, but also starting a new career. We’re so serious about jobs that we believe ours isn’t done until you have yours. You’ll have a whole Professional Development and Placement team that will:This professional development is an ongoing, standard part of our curriculum, and continues even after graduation. Get hired within 6 months of graduating or 100% of your tuition back.At a fraction of the cost of most traditional universities, our programs are offered at affordable rates. Let our experienced Financial Aid team help you secure any eligible opportunities such as:With one of our loan payment plans, you won’t have to start paying until 3 months after graduating. By then, you’ll hopefully already have a great job with an awesome salary. If you follow our guidelines* and don’t get hired in 6 months, you’ll get your tuition back.Stats provided by 1 | 2 | 3 | 4Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
5,https://codeup.com/program/data-science/,Data Science - Codeup,"The industry needs people like you to pivot career paths and learn data science skills. The field is booming, the demand is high, and the job is the best:The supply of data scientists remains painfully low compared to the outrageous demand. YOU can help close the gap while launching a fulfilling, secure, and high-paying career – one of the very best in the country!Spreadsheet nerds. Analytical thinkers. People who like a challenge.  People who crave something more fulfilling from their careers.Imagine a combination of math &amp; statistics, business expertise, and programming. That’s what data science is. You’ll learn each of these, as well as how to work hands-on throughout the entire data science pipeline: planning, acquisition, preparation, exploration, modeling, and delivery. Your curriculum was crafted alongside employers to make sure you’re learning what you need to know on the job. Those topics include:You’ll learn how each technology works together and how they are applied to real projects. Starting from the beginning, you’ll solve simple challenges with your new skills. With the more tools you have in your toolbox, you’ll progressively deliver more detailed insights on more complex projects.As for instruction, you’ll get the best (at least our alumni reviews say so). Your instructors are speaking from real industry experience, and are invested in each student’s success. They respond to the needs of each individual cohort based on ongoing surveys, feedback, and check-ins from students. You’ll get real, live, interactive face time, not pre-recorded lectures.We’re serious about jobs and believe ours isn’t done until you have yours. You’ll have a whole Professional Development and Placement team that will:This professional development is an ongoing, standard part of our curriculum, and continues even after graduation. Get hired within 6 months of graduating or 100% of your tuition back.Most Data Science graduates earn back their tuition within a matter of months of getting their first job. You will work with our Financial Aid team to secure any eligible opportunities such as:With one of our loan payment plans, you won’t have to start paying until 3 months after graduating. By then, you’ll hopefully already have a data science job with an awesome salary. If you follow our guidelines and don’t get hired in 6 months after graduation, we’ll refund your tuition.Stats provided from 1 | 2 | 3 | 4Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
6,https://codeup.com/financial-aid/,Financial Aid - Codeup,"Deposit: $1,000 is due one week before class starts.You have many options for loans, including not having to make any payments during the program or for 6 months after! We’ve partnered up with select institutions to offer flexible financing options to make Codeup more accessible. However, you may also finance your tuition through outside lenders, such as credit unions or personal bank loans.Codeup is proud to accept VA Benefits, including Ch. 31, T.O.E., VET TEC, VRRAP, and GI Bill®,  as a form of tuition payment for our San Antonio-based classes. What’s more, our in-house School Certifying Official is available and happy to answer any questions you may have.Think you’ll play a part in diversifying the tech industry? Apply for a scholarship! We aim to make a career in tech accessible to everyone, especially underrepresented groups. With amounts ranging from hundreds up to $5,000, we encourage all eligible students to apply.If you’re unemployed, underemployed, underskilled, a veteran, or under the age of 25, you may be eligible for a grant from one of our grant partners. You may apply for multiple grants to help offset the cost of tuition as much as possible.We only require a $1,000 initial deposit before the first class day, and our Financial Aid &amp; Enrollment Manager helps each individual student decide which options to pursue. We accept payments via credit card, check and ACH. Have Questions? Talk to our Admissions Team.Examples of Your ContributionThe vast majority of our students (88%) received some form of financial aid, but everyone pays for Codeup differently. Here are some anonymous examples:Vets with GI Bill® BenefitsSubmit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
7,https://codeup.com/events/,Events - Codeup,"No technical skills are required.Any event hosted by Codeup is always free unless otherwise noted. Events Coming Soon. Sign up to be the first notified!Have you always wanted to attend Codeup, but still have questions? This virtual chat is for you, PLUS – we’re giving away free swag!!We’re here to empower your career change and get you started in tech! Our CEO, Jason Straughan will share how Codeup got started and what our mission is today!The events listed in this category are events we are proud to sponsor. These events listed below might require additional ticket purchases in order for you to attend the event.Virtual &amp; In-PersonTexas Cyber Summit is loaded with World Renown Keynote speakers, briefing and trainers. Featuring highly technical briefings, cutting-edge trainings and groundbreaking research. This year will include informational breakout sessions, hands-on training, tools and methods,Several Capture the Flag competitions, forensics, scada, critical infrastructure, hardware hacking, Wireless workshops, Red and Blue team-specific trainings and challenges, briefings and hands-on classes, and of course our world class “Hackers Haven”, just to name a few.Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
8,https://codeup.com/veterans/,Veterans - Codeup,"Use your VA Benefits as a form of tuition payment, including VET TEC, GI Bill®/Chapter 33, VRRAP, and Vocational Rehabilitation. Want to pass your military benefits over to a dependent? We’re able to work with you to ensure an easy process. Reach out to our admissions team to learn about Veteran funding options as they may vary.Become a Data Scientist. Learn the most important skills to make data-driven decisions for any company. Find patterns in data and influence business decisions.Learn front-end design and back-end logic using today’s coding languages. Bring your ideas to life in the most in-demand, tech career in the country and enjoy your creative career.Earn industry recognized certifications and learn skills coveted by top IT employers. Begin with a foundation of Networking and Linux fundamentals and advance to truly understand the building blocks of technology.We love our Military City, USA veterans! If you’re a veteran or dependent enrolling in our program, you could receive a scholarship.We want to say “thank you” to those who’ve put their lives in harm’s way! If you’re a current or former first responder enrolling in our program, just show us your First Responder Certification to apply for a scholarship.Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],[],[],['2013-2021']
9,https://codeup.com/hire-tech-talent/,Hire Tech Talent - Codeup,"Get matched with Full-Stack Web Developers, Data Scientists, Cyber Security Professionals, and Systems Engineers trained in the most in-demand skills, for free.Diversify your talent with a candidate pool that is 30% veterans, 25% women, and 50% minoritiesIt’s free to hire from us, and if it doesn’t work out with our developers or data scientists, we pay you with our two-week Salary Refund Guarantee.Stop spending hours sifting through resumes. Only interview candidates we’ve handpicked for you.It shouldn’t be so hard to hire tech talent. Now, you can stop wasting time in disappointing interviews, stop paying for recruiters, and start hiring confidently from a company that gets it. Codeup is a career accelerator made by employers, for employers. Top companies and industry leaders help us build and evolve our curriculum. We then match you with rigorously pre-vetted candidates trained and experienced in the most in-demand skills, for free.Get matched with pre-vetted candidates that have the skills your team needs, including:HTML, CSS, BootstrapJavaScript &amp; jQueryJava, Spring, MySQLPython with Pandas, Matplotlib, SeabornApplied statistics, SQL, Tableau, Git, Jupyter NotebooksApplied Machine Learning: regression, clustering, classification, anomaly detection, time series analysisNetworks, Protocols, and Packet CaptureWindows Support FundamentalsIntro to LinuxAmazon Web Services (AWS) Storage and ComputeCloud Application ArchitectureNetwork FundamentalsLinux System AdministrationWebserversRelational DatabasesWindows Support FundamentalsWordPressFrom large companies to small startups, brands everywhere love hiring from Codeup.Engineering ManagerSenior ManagerIt’s free, the talent is diverse, pre-vetted, and pre-qualified, we matchmake based on your specific needs, and refund your payroll if you let go of a web developer or data scientist within two weeks. No recruitment fees, no placement fees, no obligations. No catch. Stop wasting money on recruiters and let’s revolutionize your hiring process today.Apr 1, 2021 | Codeup News, EmployersWe’re preaching to the choir to say that recruiting, hiring, and training employees costs companies a lot of time, energy, and money. Similarly, losing existing employees causes incalculable losses on institutional knowledge and team morale. Given that 71% of recent...Mar 23, 2021 | Codeup News, EmployersHiring developers is always a lottery - it’s just a question of what kind of odds you play with. Until we perfect cloning (which I hear our Data Science side of the house is working on…), you will always face the variability and risk of bringing on new talent....Mar 9, 2021 | Codeup News, EmployersHiring qualified software developers is hard. Hiring a team of qualified developers that don’t all have the same resume and demographics is even harder. For hiring managers looking to grow their teams with diverse talent, we can help. What does it mean? Diversity in...Stop wasting time and money. Start hiring confidently with a customized, de-risked process. Drop your info below and you’ll have a new hire in no time!Submit your email address to gain access to more information about our programs, financial aid, and benefits. We may even send you some free swag!(210) 802–7289Why Codeup? Financial Aid Options Student Stories Employers Refund PolicyFAQsCareersMedia KitFull Stack Web Development Data Science Cyber Cloud Systems Engineering Free Networking Course© 2013-2021 Copyright. Privacy Policy  |  Complaint Policy  |  Inclusion | Accessibility | Sitemap",['2108027289'],['Mar232021'],[],['2013-2021']
